Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
737;21100858112;"Journal on European History of Law";journal;"20426402";0,103;Q4;1;39;133;237;3;128;0,04;6,08;United Kingdom;Western Europe;"STS Science Centre Ltd.";"2017-2021";"History (Q4); Law (Q4)"
738;21101047447;"Manchester Journal of Transnational Islamic Law and Practice";journal;"26336626";0,103;Q4;1;0;12;0;0;11;0,00;0,00;United Kingdom;Western Europe;"Electronicpublications.org Ltd";"2020";"Law (Q4); Religious Studies (Q4)"
739;21100944726;"Millennium DIPr";journal;"24443220";0,103;Q4;1;0;9;0;0;9;0,00;0,00;Mexico;Latin America;"Tirant lo Blanch";"2019";"Law (Q4)"
740;21101039070;"Montesquieu.it";journal;"24214124";0,103;Q4;0;3;11;0;0;11;0,00;0,00;Italy;Western Europe;"Dipartimento di Filosofia e Comunicazione, Universita di Bologna";"2020-2021";"History (Q4); Law (Q4); Philosophy (Q4); Sociology and Political Science (Q4)"
741;21101036615;"Relacoes Internacionais no Mundo Atual";journal;"23162880";0,103;Q4;1;16;66;550;2;62;0,03;34,38;Brazil;Latin America;"Centro Universitario Curitiba - UNICURITIBA";"2020-2021";"Law (Q4); Political Science and International Relations (Q4); Public Administration (Q4); Sociology and Political Science (Q4)"
742;19900191877;"Tydskrif vir die Suid-Afrikaanse Reg";journal;"19962207, 02577747";0,103;Q4;5;0;133;0;4;130;0,02;0,00;South Africa;Africa;"Juta and Company Ltd";"2009-2020";"Law (Q4)"
743;21100926582;"Vergentis";journal;"26053357, 24452394";0,103;Q4;1;0;37;0;1;37;0,03;0,00;Spain;Western Europe;"Iuris Universal Ediciones";"2019-2020";"History (Q4); Law (Q4); Religious Studies (Q4)"
744;27715;"Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology";journal;"09728074, 09728066";0,102;Q4;11;0;15;0;2;15;0,15;0,00;India;Asiatic Region;"Anil Aggrawal";"2000-2020";"Law (Q4); Pathology and Forensic Medicine (Q4); Toxicology (Q4)"
745;21100238636;"ATA Journal of Legal Tax Research";journal;"1543866X";0,102;Q4;2;4;14;40;1;14;0,00;10,00;United States;Northern America;"American Accounting Association";"2011-2016, 2018-2021";"Accounting (Q4); Finance (Q4); Law (Q4)"
746;21101044895;"BiLD Law Journal";journal;"25231618, 25186523";0,102;Q4;2;6;14;250;16;14;1,14;41,67;Bangladesh;Asiatic Region;"Bangladesh Institute of Legal Development";"2020-2021";"Law (Q4)"
747;21101044733;"Canterbury Law Review";journal;"01120581";0,102;Q4;1;0;14;0;3;12;0,21;0,00;New Zealand;Pacific Region;"University of Canterbury";"2020";"Law (Q4)"
748;21100886371;"Decyzje";journal;"2391761X, 17330092";0,102;Q4;2;5;44;165;2;42;0,07;33,00;Poland;Eastern Europe;"Kozminski University -Center of Economic Psychology and Decision Sciences";"2018-2020";"Decision Sciences (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4); Public Administration (Q4)"
749;21100903184;"German Yearbook of International Law";book series;"03443094, 21957304";0,102;Q4;3;20;20;0;2;12;0,10;0,00;Germany;Western Europe;"Duncker und Humblot GmbH";"2016-2019, 2021";"Law (Q4)"
750;20370;"Journal of Gang Research";journal;"10793062";0,102;Q4;10;3;26;159;1;26;0,07;53,00;United States;Northern America;"National Gang Crime Research Center";"2004-2021";"Arts and Humanities (miscellaneous) (Q4); Gender Studies (Q4); Law (Q4); Social Sciences (miscellaneous) (Q4)"
751;19700170140;"Journal of Shi'a Islamic Studies";journal;"17489423";0,102;Q4;6;0;14;0;0;14;0,00;0,00;United Kingdom;Western Europe;"ICAS Press";"2011-2019";"Cultural Studies (Q4); History (Q4); Law (Q4); Philosophy (Q4); Political Science and International Relations (Q4); Religious Studies (Q4)"
752;17514;"Journal of Water Law";journal;"09599754, 14785277";0,102;Q4;13;4;20;142;2;19;0,10;35,50;United Kingdom;Western Europe;"Lawtext Publishing Ltd.";"2000-2016, 2019-2021";"Law (Q4); Water Science and Technology (Q4)"
753;12100157012;"Maghreb - Machrek";journal;"22716815, 17623162";0,102;Q4;5;18;61;506;4;56;0,14;28,11;France;Western Europe;"Choiseul Editions";"1987, 1989-1990, 1994, 2007-2021";"Literature and Literary Theory (Q3); Cultural Studies (Q4); History (Q4); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
754;21100406789;"Nijhoff Law Specials";book series;"09244549";0,102;Q4;3;2;62;398;4;16;0,10;199,00;Netherlands;Western Europe;"Martinus Nijhoff Publishers";"2006-2009, 2011-2013, 2015-2021";"Law (Q4); Political Science and International Relations (Q4)"
755;21100936587;"Revista de Derecho Administrativo Economico";journal;"07174888, 07195591";0,102;Q4;1;0;41;0;2;40;0,05;0,00;Chile;Latin America;"Pontifica Universidad Catolica de Chile, Programa de Derecho Administrativo Economico";"2019-2020";"Law (Q4); Public Administration (Q4)"
756;21100932471;"Singapore Academy of Law Journal";journal;"02182009";0,102;Q4;1;0;27;0;2;26;0,07;0,00;Singapore;Asiatic Region;"Academy Publishing";"2019-2021";"Law (Q4)"
757;21100920870;"Verwaltung";journal;"18655211, 00424498";0,102;Q4;2;14;43;1677;2;43;0,04;119,79;Germany;Western Europe;"Duncker und Humblot GmbH";"2016-2019";"Law (Q4); Public Administration (Q4)"
758;5600153197;"Zeitschrift fur Rechtssoziologie";journal;"01740202, 23660392";0,102;Q4;3;22;28;1409;5;26;0,24;64,05;Germany;Western Europe;"Walter de Gruyter GmbH";"2016-2021";"Law (Q4)"
759;12669;"American Bankruptcy Law Journal";journal;"00279048";0,101;Q4;15;0;22;0;2;21;0,20;0,00;United States;Northern America;"National Conference of Bankruptcy Judges";"1996-2011, 2014-2019";"Business, Management and Accounting (miscellaneous) (Q4); Law (Q4)"
760;21101044879;"Anuario Espanol de Derecho Internacional Privado";journal;"15783138";0,101;Q4;2;0;47;0;1;46;0,06;0,00;Spain;Western Europe;"Iprolex";"2018, 2020";"Law (Q4)"
761;20600195533;"Baltic Journal of Law and Politics";journal;"20290454";0,101;Q4;7;7;46;279;8;46;0,16;39,86;Lithuania;Eastern Europe;"Vytautas Magnus University";"2012-2020";"Law (Q4); Sociology and Political Science (Q4)"
762;21100858250;"Global Community Yearbook of International Law and Jurisprudence";book series;"15359468";0,101;Q4;2;0;28;0;1;26;0,00;0,00;United Kingdom;Western Europe;"Oxford University Press";"2015, 2017-2018";"Law (Q4); Sociology and Political Science (Q4)"
763;21101019705;"Historia et Ius";journal;"22797416";0,101;Q4;1;36;42;235;1;41;0,02;6,53;Italy;Western Europe;"Associazione culturale Historia et ius";"2020-2021";"Cultural Studies (Q4); History (Q4); History and Philosophy of Science (Q4); Law (Q4)"
764;21100942897;"Historia, Instituciones, Documentos";journal;"02107716, 22538291";0,101;Q4;1;30;27;1745;2;27;0,07;58,17;Spain;Western Europe;"Universidad de Sevilla";"2019-2021";"Cultural Studies (Q4); History (Q4); Law (Q4); Sociology and Political Science (Q4)"
765;21100942373;"International Arbitration Law Review";journal;"13678272";0,101;Q4;1;22;28;151;1;28;0,04;6,86;United States;Northern America;"Thomson Reuters";"2019-2021";"Law (Q4); Political Science and International Relations (Q4)"
766;21100877177;"Journal of the National Academy of Forensic Engineers";journal;"23793244, 23793252";0,101;Q4;1;16;36;282;1;36;0,00;17,63;United States;Northern America;"National Academy of Forensic Engineers";"2016-2021";"Automotive Engineering (Q4); Building and Construction (Q4); Civil and Structural Engineering (Q4); Law (Q4); Pathology and Forensic Medicine (Q4); Safety, Risk, Reliability and Quality (Q4)"
767;7200153169;"Legal History Review";journal;"00407585, 15718190";0,101;Q4;9;30;52;1584;2;48;0,03;52,80;Netherlands;Western Europe;"Brill Academic Publishers";"1920-1927, 1929-1944, 1957-1958, 1963-1982, 1984-2021";"History (Q4); Law (Q4)"
768;27845;"Military Law Review";journal;"00264040";0,101;Q4;11;0;19;0;0;19;0,00;0,00;United States;Northern America;"U.S. Army Judge Advocate Generals Corps.";"1973, 1987, 1989, 1995-2019";"Law (Q4)"
769;21885;"Moreana";journal;"00478105";0,101;Q4;4;14;32;224;5;31;0,18;16,00;France;Western Europe;"Moreana Publications";"1975-1976, 2002-2021";"History (Q4); Law (Q4); Religious Studies (Q4)"
770;21100396355;"Osservatorio del Diritto Civile e Commerciale";journal;"22812628";0,101;Q4;2;0;62;0;2;62;0,00;0,00;Italy;Western Europe;"Societa Editrice Il Mulino";"2012-2020";"Law (Q4)"
771;21100211733;"Osterreichisches Archiv fur Recht und Religion";journal;"15608670";0,101;Q4;3;0;38;0;2;37;0,06;0,00;Austria;Western Europe;"Plochl verlag";"2011-2019";"Law (Q4); Religious Studies (Q4)"
772;21101039142;"Prudentia Iuris";journal;"25249525, 03262774";0,101;Q4;1;24;46;647;1;45;0,02;26,96;Argentina;Latin America;"Pontificia Universidad Catolica Argentina";"2020-2021";"Law (Q4)"
773;21100934921;"Publicum";journal;"24477982";0,101;Q4;1;0;30;0;1;24;0,03;0,00;Brazil;Latin America;"Universidade do Estado do Rio de Janeiro";"2019-2020";"Law (Q4)"
774;21101054200;"Revista Aequitas";journal;"21749493";0,101;Q4;1;26;32;554;7;26;0,22;21,31;Spain;Western Europe;"Asociacion Veritas-Estudios sobre historia, derecho e instituciones";"2020-2021";"History (Q4); Law (Q4); Political Science and International Relations (Q4); Public Administration (Q4)"
775;21100981169;"Revista de Estudos Criminais";journal;"16768698";0,101;Q4;2;0;40;0;2;40;0,05;0,00;Brazil;Latin America;"Instituto Transdiciplinar De Estudos Criminais";"2019-2020";"Law (Q4)"
776;21101019620;"Revue Juridique de l'USEK";journal;"10263268";0,101;Q4;1;0;33;0;0;32;0,00;0,00;Lebanon;Middle East;"Universite Saint-Esprit de Kaslik";"2019-2020";"Law (Q4)"
777;21101029733;"Rivista del Diritto della Navigazione";journal;"00355895";0,101;Q4;0;18;39;0;0;32;0,00;0,00;Italy;Western Europe;"Aracne Editrice";"2020";"Law (Q4); Transportation (Q4)"
778;21100264821;"Studi sulla Questione Criminale";journal;"18284973, 19733984";0,101;Q4;4;0;42;0;0;37;0,00;0,00;Italy;Western Europe;"Carocci Editore";"2013-2020";"Law (Q4)"
779;18498;"Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte, Germanistische Abteilung";journal;"03234045, 23044861";0,101;Q4;5;14;46;81;4;44;0,13;5,79;Germany;Western Europe;"Walter de Gruyter GmbH";"1861, 1863-1864, 1866-1870, 1872-1873, 1876, 1878, 1880-1922, 1924-1944, 1947-1948, 1950-2021";"History (Q4); Law (Q4)"
780;18501;"Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte, Kanonistische Abteilung";journal;"23044896, 03234142";0,101;Q4;4;8;33;56;1;33;0,05;7,00;Germany;Western Europe;"Bohlau Verlag";"1911-1922, 1924-1944, 1947-1948, 1950-1995, 2011-2021";"History (Q4); Law (Q4)"
781;29842;"ABA Journal";journal;"07470088";0,100;Q4;8;0;262;0;1;186;0,00;0,00;United States;Northern America;"American Bar Association";"1984-1987, 1993, 1996-1999, 2002-2014, 2016-2020";"Law (Q4)"
782;21100401234;"Anuario Mexicano de Derecho Internacional";journal;"18704654";0,100;Q4;5;31;59;1103;0;59;0,00;35,58;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2014-2021";"Law (Q4)"
783;15666;"Banking Law Journal";journal;"00055506";0,100;Q4;5;40;127;235;5;110;0,03;5,88;United States;Northern America;"Sheshunoff Information Services Inc.";"1996-2012, 2018-2021";"Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4); Law (Q4)"
784;12561;"Chinese Law and Government";journal;"19447051, 00094609";0,100;Q4;5;0;164;0;1;158;0,00;0,00;United States;Northern America;"M.E. Sharpe Inc.";"1968-1995, 2002-2019";"Law (Q4); Sociology and Political Science (Q4)"
785;21100781880;"Concurrences";journal;"21160090, 17739578";0,100;Q4;4;0;617;0;2;499;0,00;0,00;France;Western Europe;"Institute of Competition Law";"2014-2018";"Economics and Econometrics (Q4); Law (Q4)"
786;21100943308;"Human Rights";journal;"24236489, 25386360";0,100;Q4;1;0;60;0;0;60;0,00;0,00;Iran;Middle East;"Mofid University - Center for Human Rights Studies";"2019-2020";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
787;26816;"International Lawyer";journal;"21696578, 00207810";0,100;Q4;3;0;127;0;0;127;0,00;0,00;United States;Northern America;"American Bar Association";"1977-1978, 2017-2020";"Law (Q4)"
788;16293;"Journal of Planning and Environment Law";journal;"03074870";0,100;Q4;9;10;91;59;0;84;0,00;5,90;United Kingdom;Western Europe;"Sweet &amp; Maxwell Ltd.";"1970, 1979-1989, 1996-2021";"Geography, Planning and Development (Q4); Law (Q4); Management, Monitoring, Policy and Law (Q4)"
789;21101039618;"P.A. Persona e Amministrazione";journal;"26109050";0,100;Q4;1;14;142;53;2;135;0,02;3,79;Italy;Western Europe;"University of Urbino";"2017-2020";"Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4); Public Administration (Q4)"
790;19400158814;"Quebec Journal of International Law";journal;"08289999";0,100;Q4;4;0;60;0;0;52;0,00;0,00;Canada;Northern America;"Societe Quebecoise de Droit International";"2007-2020";"Law (Q4)"
791;21100944258;"Revista de Direito Civil Contemporaneo";journal;"23581433";0,100;Q4;1;0;104;0;0;91;0,00;0,00;Brazil;Latin America;"Thomson Reuters Brasil Conteudo e Tecnologia";"2018-2019";"Law (Q4); Sociology and Political Science (Q4)"
792;16100154738;"Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte, Romanistische Abteilung";journal;"03234096, 23044934";0,100;Q4;8;20;55;180;3;55;0,06;9,00;Germany;Western Europe;"Walter de Gruyter GmbH";"1880-1922, 1924-1944, 1947-1948, 1950-2021";"History (Q4); Law (Q4)"
793;21101055891;"Ahkam: Jurnal Ilmu Syariah";journal;"24078646, 14124734";;-;2;18;0;729;0;0;0,00;40,50;Indonesia;Asiatic Region;"Syarif Hidayatullah State Islamic University (UIN) Jakarta";"2021";"Law; Religious Studies"
794;21101043579;"Annals of Corporate Governance";journal;"23816732, 23816724";;-;1;3;0;518;0;0;0,00;172,67;United States;Northern America;"Now Publishers Inc";"2021";"Business, Management and Accounting (miscellaneous); Finance; Law"
795;21101052922;"Arab Journal of Forensic Sciences and Forensic Medicine";journal;"16586786, 16586794";;-;0;28;0;942;0;0;0,00;33,64;Saudi Arabia;Middle East;"Naif University Publishing House";"2021";"Biochemistry (medical); Epidemiology; Law; Pathology and Forensic Medicine; Toxicology"
796;21101057643;"Comparative Legilinguistics";journal;"20805926, 23914491";;-;1;11;0;340;0;0;0,00;30,91;Poland;Eastern Europe;"De Gruyter Open Ltd.";"2021";"Law; Linguistics and Language"
797;21101054424;"Contemporary Southeastern Europe";journal;"23103612";;-;0;12;0;603;0;0;0,00;50,25;Austria;Western Europe;"University of Graz";"2021";"Anthropology; Arts and Humanities (miscellaneous); Cultural Studies; Gender Studies; History; Law; Sociology and Political Science"
798;21101053586;"European Review of Private Law";journal;"18758371, 09289801";;-;0;29;0;2654;0;0;0,00;91,52;Netherlands;Western Europe;"Kluwer Law International";"2021";"Law"
799;19700174971;"Indian Journal of Forensic Medicine and Toxicology (discontinued)";journal;"09739122, 09739130";;-;12;424;3397;8521;347;3395;0,10;20,10;India;Asiatic Region;"Institute of Medico-legal Publications";"2008-2021";"Health, Toxicology and Mutagenesis; Law; Pathology and Forensic Medicine; Toxicology"
800;21101057379;"International Comparative Jurisprudence";journal;"23516674";;-;0;8;0;485;0;0;0,00;60,63;Lithuania;Eastern Europe;"Mykolo Romerio Universitetas";"2021";"Law"
801;21100884991;"International Journal of Criminology and Sociology (discontinued)";journal;"19294409";;-;8;92;414;2836;174;413;0,40;30,83;Canada;Northern America;"Lifescience Global";"2018-2021";"Cultural Studies; Law; Sociology and Political Science"
802;21101045040;"Irish Judicial Studies Journal";journal;"27120317";;-;0;6;0;598;0;0;0,00;99,67;Ireland;Western Europe;"The Irish Judicial Studies Journal";"2021";"Law"
803;19700173245;"Journal of Legal, Ethical and Regulatory Issues (discontinued)";journal;"15440036, 15440044";;-;13;436;456;11764;238;456;0,51;26,98;United States;Northern America;"Allied Business Academies";"2009-2021";"Business and International Management; Economics and Econometrics; Law; Sociology and Political Science; Strategy and Management"
804;21101048345;"Journal of Territorial and Maritime Studies";journal;"22886834";;-;1;13;0;90;0;0;0,00;6,92;United States;Northern America;"McFarland and Company, Inc";"2021";"Geography, Planning and Development; Law; Political Science and International Relations"
805;21101039054;"Journal of the National Academy of Legal Sciences of Ukraine (discontinued)";journal;"26633116, 19930909";;-;4;76;53;2195;51;53;0,96;28,88;Ukraine;Eastern Europe;"National Academy of Legal Sciences of Ukraine";"2020-2021";"History; Law; Philosophy"
806;21101042128;"Juridical Tribune";journal;"22477195, 22480382";;-;1;32;0;1065;0;0;0,00;33,28;Romania;Eastern Europe;"Bucharest University of Economic Studies";"2021";"Education; Law; Political Science and International Relations; Public Administration"
807;21100407201;"Legal History Library";book series;"18747493";;-;2;26;0;1754;0;0;0,00;67,46;Netherlands;Western Europe;"Brill Academic Publishers";"2008, 2010-2013, 2017, 2021";"Law; Political Science and International Relations"
808;21101048552;"Pravnik";journal;"02316625";;-;1;36;0;89;0;0;0,00;2,47;Czech Republic;Eastern Europe;"Academy of Sciences of the Czech Republic, Institute of State and Law";"2021";"Law"
809;21101042004;"Prawo i Wiez";journal;"27193594, 2299405X";;-;0;51;0;1255;0;0;0,00;24,61;Poland;Eastern Europe;"Spoldzielczy Instytut Naukowy";"2021";"Law"
810;21101039229;"Revista de Direito";journal;"25270389, 18068790";;-;1;46;0;1318;0;0;0,00;28,65;Brazil;Latin America;"Universidade Federal De Vicosa";"2021";"Law"
811;21101053558;"Revista de Educacion y Derecho";journal;"23864885, 2013584X";;-;1;40;0;1065;0;0;0,00;26,63;Spain;Western Europe;"University of Barcelona";"2021";"Education; Law; Social Sciences (miscellaneous)"
812;21101056812;"Revista Electronica de Ciencia Penal y Criminologia";journal;"16950194";;-;0;14;0;821;0;0;0,00;58,64;Spain;Western Europe;"Universidad de Granada * Instituto de Criminologia";"2021";"Law"
813;21101052245;"Revista Electronica de Estudios Internacionales";journal;"16975197";;-;1;37;0;3485;0;0;0,00;94,19;Spain;Western Europe;"Asociacion Espanola de Profesores de Derecho internacional y Relaciones internacionales";"2021";"Law"
